Control,Perturbado,Estrés (100×W),t_d
0.05,0.05000000000000001,0.05000000000000001,0.0
0.04971088611263938,0.04971081167999714,0.04971080679537913,0.041666666666666664
0.04952100914828575,0.04952096419349814,0.04952082181404258,0.08333333333333333
0.049396316244686225,0.04939629580639394,0.04939540012120863,0.125
0.04931439523731153,0.0493143848059299,0.04931156944497042,0.16666666666666666
0.04926049468882953,0.04926049735509931,0.049254363453587545,0.20833333333333334
0.04922496039222482,0.04922491719114887,0.049214024058301845,0.25
0.05002649432131343,0.050026438149067654,0.050008984852714204,0.2916666666666667
0.05113676411770569,0.051136715497383786,0.05111045413177158,0.3333333333333333
0.051957243671879115,0.05195719549303152,0.05191987462842851,0.375
0.052493265350429245,0.05249322072390145,0.05244250580614931,0.4166666666666667
0.052842104932499474,0.05284206007869343,0.052775539691019085,0.4583333333333333
0.05309124397325188,0.05309120802135226,0.053006369674133996,0.5
0.0533042212232681,0.053304178588200544,0.05319851421943323,0.5416666666666666
0.05352254101445779,0.053522496366217226,0.053393617931525424,0.5833333333333334
0.05376583781335426,0.05376581493843632,0.05361156309471747,0.625
0.054014519782598226,0.054014474752606144,0.05383331036879462,0.6666666666666666
0.054116633673207536,0.05411656075293576,0.05390836820468832,0.7083333333333334
0.05336732439356373,0.05336732693813422,0.0531365814276632,0.75
0.05191082830419636,0.05191088222375952,0.05166452378124704,0.7916666666666666
0.05095876641491767,0.05095881060546708,0.050699018822486584,0.8333333333333334
0.05033636719228022,0.05033639862438017,0.050065335131656334,0.875
0.04992948966720691,0.04992945629084468,0.04964953597167052,0.9166666666666666
0.04966340712622878,0.049663383766858665,0.04937725146887339,0.9583333333333334
0.04948948993477822,0.04948945734456615,0.04919985929699281,1.0
0.04937584445135814,0.049375831136475666,0.04908540357405518,1.0416666666666667
0.04930162761446809,0.0493016055617798,0.04901274993184205,1.0833333333333333
0.04925316582829417,0.04925315117345746,0.04896773722505078,1.125
0.04922150001511236,0.04922146030334022,0.048940768035795626,1.1666666666666667
0.04920073053480346,0.0492006972909126,0.04892522793396418,1.2083333333333333
0.04918698657051565,0.04918723732422025,0.04891656223934163,1.25
0.04996576518785371,0.04996594595437607,0.04969459563656534,1.2916666666666667
0.051049733107395016,0.05104984598393658,0.05077304704954007,1.3333333333333333
0.05186779003473469,0.051867844402415146,0.051584056024525794,1.375
0.05241839072006783,0.05241840952606228,0.05212648025282193,1.4166666666666667
0.05278858946275058,0.05278858161882144,0.05248712714435979,1.4583333333333333
0.05305762910678283,0.05305761103717343,0.05274486191666218,1.5
0.05328286010616097,0.05328283613044294,0.05295680550323859,1.5416666666666667
0.05350093994390919,0.05350092737910034,0.05315960479331034,1.5833333333333333
0.05372762575270269,0.05372755447595471,0.053369176633795985,1.625
0.053941392249043776,0.05394116836608109,0.05356467466841506,1.6666666666666667
0.05399675889439231,0.05399651217184379,0.05360280791312399,1.7083333333333333
0.05323509290411439,0.05323483445101931,0.05283174401023611,1.75
0.05181973104410339,0.05181962745348173,0.05141708181550267,1.7916666666666667
0.05089663659108713,0.05089656184652274,0.050495309435478926,1.8333333333333333
0.050294557181995866,0.050294467681698846,0.04989524940578471,1.875
0.04990179245307315,0.049901711385931906,0.049505625392010005,1.9166666666666667
0.04964560799277652,0.049645533908114735,0.04925414191456351,1.9583333333333333
0.04947855809259339,0.049478490479808304,0.04909357809296631,2.0
0.04936967892787942,0.049369636967556044,0.048993014035885914,2.0416666666666665
0.049298762926056915,0.049298737930802805,0.04893201416456247,2.0833333333333335
0.04925258718021077,0.04925257049167364,0.048896928496703844,2.125
0.049222497080882346,0.049222473640600437,0.048878516570069586,2.1666666666666665
0.049202807985895394,0.04920278584845539,0.04887042907178741,2.2083333333333335
0.04918983222793031,0.049190028229825676,0.04886824869032257,2.25
0.04993072369104516,0.0499308287408226,0.04961304879318266,2.2916666666666665
0.05097489254273413,0.05097495019213563,0.05065552449229153,2.3333333333333335
0.0517783499944865,0.05177834227491762,0.051455428947330475,2.375
0.05233310282232598,0.05233306502523444,0.052005312266675624,2.4166666666666665
0.05271616338122639,0.05271611464315955,0.0523818955966794,2.4583333333333335
0.05299840281098261,0.052998354013652195,0.0526557593505281,2.5
0.05323080853440514,0.05323075039359452,0.05287770832681348,2.5416666666666665
0.053445174297933024,0.05344514794280759,0.05307959790974077,2.5833333333333335
0.05365374165921366,0.05365369194225384,0.05327389292195701,2.625
0.053833673149551536,0.05383365479681591,0.05343862008708017,2.6666666666666665
0.05384702590561122,0.05384708564093904,0.05343778558091496,2.7083333333333335
0.05308141173715466,0.05308154390116548,0.05266574291788052,2.75
0.051714745223449855,0.051714796158204346,0.05130205122608603,2.7916666666666665
0.05082551539288092,0.05082555571741726,0.05041616119495789,2.8333333333333335
0.050246919528392456,0.0502469469150913,0.049841388570551766,2.875
0.04987051208721901,0.049870439890237366,0.049469629530920704,2.9166666666666665
0.04962555240057153,0.04962550677137259,0.0492307867370422,2.9583333333333335
0.04946627295570716,0.04946622328508774,0.049079206177821716,3.0
0.04936275093895698,0.04936270334345321,0.04898504538935045,3.0416666666666665
0.04929552270271856,0.049295475015709446,0.04892863838882491,3.0833333333333335
0.04925188050067454,0.049251840251729184,0.04889687750638935,3.125
0.049223520300056695,0.04922348465512824,0.04888088576865354,3.1666666666666665
0.049205017749621015,0.04920499457901149,0.04887458823194714,3.2083333333333335
0.049192862589826476,0.04919281749673435,0.0488737371691919,3.25
0.04989459573910058,0.04989456770354033,0.04958018617866349,3.2916666666666665
0.050894658534708224,0.05089458813830387,0.050579499329207724,3.3333333333333335
0.05167732207450874,0.051677236799285216,0.05135942306723737,3.375
0.05222952436186446,0.05222943212454553,0.05190742729125874,3.4166666666666665
0.052619142171139485,0.052619057951070754,0.05229118106217684,3.4583333333333335
0.05290920654427932,0.052909134717956205,0.05257347295784466,3.5
0.05314466297877213,0.053144605313647474,0.05279910890814089,3.5416666666666665
0.053352787214488245,0.053352765604961605,0.052995516228892266,3.5833333333333335
0.05354275956437073,0.053542730227137916,0.05317214105978777,3.625
0.05369131355341227,0.05369127945342326,0.0533065605020772,3.6666666666666665
0.05366861979763248,0.05366866109913694,0.05327087033256063,3.7083333333333335
0.05290785606844854,0.052907947776106086,0.05250429100364779,3.75
0.051597091110711785,0.051597009499232634,0.05119633125168209,3.7916666666666665
0.05074633009861527,0.05074628965667451,0.05034882731517545,3.8333333333333335
0.050194240130703296,0.05019419239632886,0.04980044971592711,3.875
0.04983597339208752,0.049835937701346956,0.04944683583110735,3.9166666666666665
0.049603608370540606,0.049603519970487966,0.04922039784333466,3.9583333333333335
0.04945288581249056,0.049452836975652,0.049077257855354474,4.0
0.04935523146491501,0.04935518955957113,0.04898880497591826,4.041666666666667
0.04929202080669667,0.0492919771700972,0.04893623454456646,4.083333333333333
0.049251120921746196,0.049251081907987354,0.04890697786064176,4.125
0.04922463382534942,0.0492246078143498,0.04889262123520774,4.166666666666667
0.04920739943718774,0.04920738370907361,0.04888732407476019,4.208333333333333
0.04919609957453056,0.04919610437427433,0.048887086330342874,4.25
0.04985785327123886,0.04985782383621316,0.04955377558042009,4.291666666666667
0.05081015751309561,0.05081012173874272,0.05050583626099666,4.333333333333333
0.051566242921701644,0.0515661934273791,0.05125963355440689,4.375
0.05210928516360065,0.05210923177792625,0.051798841971075454,4.416666666666667
0.052499045984833154,0.052498987429085875,0.052183059470660875,4.458333333333333
0.052791401917717015,0.05279134924667188,0.052467976288973504,4.5
0.05302576464289036,0.053025719104372725,0.05269291801277889,4.541666666666667
0.0532253688483033,0.05322533978889115,0.052881300490239945,4.583333333333333
0.053396865725629704,0.05339676791116986,0.05304013867246771,4.625
0.053517176305760215,0.05351711270100379,0.05314709510234518,4.666666666666667
0.0534649948079691,0.0534650160660322,0.05308271001218153,4.708333333333333
