Kd (L/kg),f_d (SS=25),f_d (SS=400),H' (-),k_l (m/d),k_g (m/d),K_L (m/d),k_vol (1/d)
1.8240216787118195,0.9999544015373468,0.9992709232692202,8.390105335894111e-09,3.4651808096244245,331.68148751126625,2.7828403833218673e-06,4.528217867130323e-06
