k_d (1/d),k_a (1/d),OD_sat 2335 msnm (mg/L),L0 (mg/L),D0 (mg/L),t crítico (d),OD mínimo (mg/L),OD en Uchumayo (mg/L)
0.2781855939396074,7.593162382739249,7.550408602875845,4.555555555555555,1.1536300120795984,0.0,6.396778590796247,6.941707405592766
