Q total (m³/s),h (m),A (m²),Rh (m),u (m/s),u* (m/s),D_L (m²/s),V tramo (m³),TRH (d),TRH (h),Disp. numérica u·Δx/2 (m²/s)
13.5,0.6145553206532094,12.291106413064188,0.578974155853182,1.0983551477229814,0.1552905366802238,55.620166191930615,122911.06413064188,0.10537642672380135,2.5290342413712326,54.91775738614907
