L (m),L (km),t_advección (h),t_dispersión (h),t_reacción (h),Péclet Pe = uL/Dx,Damköhler Da = kL/u,C/C₀ al final del tramo (%),Proceso dominante
100.0,0.1,0.1111111111111111,0.027777777777777776,20.0,0.5,0.005555555555555556,99.44598480048967,Dispersión
1000.0,1.0,1.1111111111111112,2.7777777777777777,20.0,5.0,0.05555555555555556,94.59594689067654,Advección
5000.0,5.0,5.555555555555555,69.44444444444444,20.0,25.0,0.2777777777777778,75.74651283969665,Advección
10000.0,10.0,11.11111111111111,277.77777777777777,20.0,50.0,0.5555555555555556,57.375342073743276,Advección
